ID,EPIC,RA,Dec,Gmag,Kmag,pmRA,e_pmRA,pmDE,e_pmDE,plx[mas],e_plx,f_plx,pmRAc,pmDEc,Pmem,RotPer[d],Ref
Upper Sco Lit.,204282380,15 56 29.54,-22 56 58.2,14.25,10.39,-2.1,2,-26,2,6,1.1,1,-13.9,-23.5,51,3,30
Upper Sco Lit.,204282976,16 02 58.55,-22 56 49.6,13.68,10.11,-8,2.1,-24.1,2.1,5.4,1,1,-13.5,-23.7,83,1.865,30
Upper Sco Lit.,204284515,16 00 19.44,-22 56 28.8,18.71,13.48,,,,,,,,-13.6,-23.6,,0.928,27
Upper Sco Lit.,204288433,16 09 46.34,-22 55 33.5,15.17,11.03,-3.7,2.1,-23.7,2.1,6.2,1.2,1,-13,-23.8,78,1.816,28
Upper Sco Lit.,204290833,16 02 08.45,-22 54 59.1,12.96,9.55,-10.8,2.2,-22,2.2,6,1.1,1,-13.5,-23.7,93,6.192,1
Upper Sco Lit.,204290918,16 21 18.48,-22 54 57.8,14.94,10.15,-9.8,2.2,-23.1,2.1,11.5,2.1,1,-12.2,-24.1,90,2.536,21
Upper Sco Lit.,204292655,16 11 45.30,-22 54 32.9,,11.81,9.2,3.9,-29.1,3.9,,,,-12.9,-23.9,,1.558,3
Upper Sco Lit.,204296346,16 20 50.96,-22 53 40.0,13.57,9.8,-13.2,2.4,-21.2,2.3,6.4,1.2,1,-12.2,-24.1,94,8.234,1
Upper Sco Lit.,204296945,16 11 23.99,-22 53 32.6,14.36,10.65,-10.9,2.1,-21.3,2.1,4.8,0.9,1,-12.9,-23.9,71,11.922,28
Upper Sco Lit.,204303402,16 17 13.81,-22 51 58.5,14.83,10.86,-11.6,2.5,-25.4,2.5,5.8,1.1,1,-12.5,-24,93,1.572,1
Upper Sco Lit.,204305663,15 59 30.21,-22 51 26.4,16.66,12.43,47.9,2.5,-29.3,2.5,,,,-13.7,-23.6,,,30
Upper Sco Lit.,204315134,16 00 54.46,-22 49 09.0,14.5,10.93,,,-52,2.1,,,,-13.6,-23.6,,47.607,30
Upper Sco Lit.,204317053,16 02 41.43,-22 48 41.9,16.64,12,-8.1,2.1,-30.9,2.1,6.2,1.1,1,-13.5,-23.7,86,1.593,17
Upper Sco Lit.,204317321,16 01 29.84,-22 48 38.5,14.8,10.49,-9.4,2.1,-19.8,2.1,9.3,1.7,1,-13.6,-23.6,90,1.931,30
Upper Sco Lit.,204321428,16 08 14.00,-22 47 39.3,14.71,10.73,-11.2,2.1,-26.1,2.1,6,1.1,1,-13.1,-23.8,93,1.543,28
Upper Sco Lit.,204321959,16 20 06.86,-22 47 32.1,14.97,10.79,-11,2.1,-18.9,2.1,7.1,1.3,1,-12.3,-24,92,0.781,1
Upper Sco Lit.,204322706,16 02 55.13,-22 47 20.8,14.48,10.57,-9.6,2.1,-25.6,2.1,5.9,1.1,1,-13.5,-23.7,92,3.099,3
Upper Sco Lit.,204324196,16 08 46.06,-22 46 59.3,14.74,10.88,-9,2.1,-20.7,2.1,4.8,0.9,1,-13.1,-23.8,63,3.132,28
Upper Sco Lit.,204324250,15 58 48.44,-22 46 58.5,14.34,11.33,,,,,,,,-13.7,-23.6,,,30
Upper Sco Lit.,204328391,16 09 09.39,-22 45 59.0,14.31,10.53,-12.5,2.1,-22.6,2.1,5.2,1,1,-13,-23.8,86,5.42,28
Upper Sco Lit.,204328600,16 03 35.50,-22 45 56.2,10.52,8.36,-12.9,1.7,-24.2,0.3,6.9,0.3,0,-13.4,-23.7,98,2.424,10
Upper Sco Lit.,204330772,15 57 37.18,-22 45 25.2,16.16,12.56,-16.3,2.5,-13.6,2.5,,,,-13.8,-23.5,,24.473,30
Upper Sco Lit.,204330803,16 03 46.95,-22 45 24.8,12.74,9.1,-11.5,2.2,-23.8,2.2,9,1.7,1,-13.4,-23.7,95,13.052,1
Upper Sco Lit.,204330922,16 27 39.54,-22 45 23.1,11.05,8.08,-5.9,1,-23.9,0.7,7.7,0.3,0,-11.8,-24.2,94,4.182,5
Upper Sco Lit.,204332672,16 14 13.51,-22 44 57.8,15.51,11.42,-9.4,2.1,-22.7,2.1,5,0.9,1,-12.7,-23.9,78,2.635,17
Upper Sco Lit.,204337881,16 16 09.47,-22 43 43.8,14.16,10.51,-12.1,2.1,-20.1,2.1,4.9,0.9,1,-12.6,-23.9,70,9.459,1
Upper Sco Lit.,204341806,16 07 37.99,-22 42 46.8,,,,,,,,,,-13.1,-23.8,,,29
Upper Sco Lit.,204342099,16 15 34.57,-22 42 42.5,12.07,7.91,-15.2,2.2,-31.1,2.2,12.8,2.4,1,-12.6,-23.9,86,8.114,5
Upper Sco Lit.,204342846,16 01 32.95,-22 42 31.6,14.56,11.31,-11.8,2.1,-5.8,2.1,2.5,0.5,1,-13.5,-23.6,,42.601,30
Upper Sco Lit.,204344180,16 14 32.87,-22 42 13.3,18.22,13.24,-10.3,3.3,-22.4,3.3,5.5,1,1,-12.7,-23.9,87,1.817,17
Upper Sco Lit.,204346960,16 19 51.44,-22 41 33.3,18.63,13.43,-10.8,3.9,-17.3,3.9,5.5,1,1,-12.3,-24,75,6.808,3
Upper Sco Lit.,204347304,16 02 10.45,-22 41 28.3,10.76,8.06,-17.5,1,-33.6,1.1,8.5,1.6,1,-13.5,-23.6,92,3.514,26
Upper Sco Lit.,204347422,16 19 51.41,-22 41 26.7,16.91,12.18,-9.2,2.1,-21.1,2.2,6.4,1.2,1,-12.3,-24,93,6.846,3
Upper Sco Lit.,204348206,16 02 13.56,-22 41 15.2,7.32,6.97,-12.5,0,-23.1,0,6.3,0.3,0,-13.5,-23.6,99,< 2.,2
Upper Sco Lit.,204350593,16 00 41.35,-22 40 41.6,13.49,9.64,-8.4,2.2,-28,2.2,8.7,1.6,1,-13.6,-23.6,93,3.154,3
Upper Sco Lit.,204350686,16 01 25.64,-22 40 40.3,11.14,8.52,-12.1,1.4,-23.5,0.6,7.1,0.3,0,-13.6,-23.6,98,2.395,26
Upper Sco Lit.,204350687,16 01 25.62,-22 40 40.3,11.14,,-12.1,1.4,-23.5,0.6,,,,-13.6,-23.6,,,26
Upper Sco Lit.,204350917,16 15 38.67,-22 40 37.1,16.09,11.69,6.4,2.6,-20.2,2.6,,,,-12.6,-23.9,,< 2.,28
Upper Sco Lit.,204350926,16 01 58.94,-22 40 37.0,14.28,10.43,-18.6,2.1,-27.3,2.1,6.5,1.2,1,-13.5,-23.6,93,0.73,30
Upper Sco Lit.,204351607,15 56 25.63,-22 40 27.2,14.28,10.37,-14.9,2,-24.5,2,6.4,1.2,1,-13.9,-23.5,96,1.386,30
Upper Sco Lit.,204353205,16 21 15.84,-22 40 04.6,13.69,9.75,-10.7,2.3,-25.3,2.3,7.7,1.4,1,-12.2,-24,96,6.039,1
Upper Sco Lit.,204354278,16 10 47.14,-22 39 49.3,19.98,14.02,,,,,,,,-12.9,-23.8,,16.704,28
Upper Sco Lit.,204355491,16 24 51.37,-22 39 32.5,9.26,7.08,-10.9,1.4,-27.1,0.6,7.1,0.4,0,-12,-24.1,98,< 2.,5
Upper Sco Lit.,204355829,16 15 27.43,-22 39 27.6,14.26,10.49,-10.3,2.1,-23.2,2.1,5.5,1,1,-12.6,-23.9,90,1.722,28
Upper Sco Lit.,204357531,16 07 27.82,-22 39 04.1,,15.42,,,,,,,,-13.1,-23.8,,,29
Upper Sco Lit.,204364515,16 01 21.56,-22 37 26.5,14.36,10.05,-13.7,2.1,-27.6,2.1,11.6,2.1,1,-13.6,-23.6,92,3.091,30
Upper Sco Lit.,204365837,16 11 31.81,-22 37 08.2,16.25,11.85,-7.8,2.1,-22,2.1,5.9,1.1,1,-12.9,-23.8,89,1.743,28
Upper Sco Lit.,204365840,16 32 01.36,-22 37 08.2,,12.27,-25.6,5.5,-16.5,5.5,32.7,6,4,-11.5,-24.2,3,< 2.,3
Upper Sco Lit.,204367097,16 00 17.30,-22 36 50.4,13.89,9.94,27.1,7.8,-22.4,7.8,,,,-13.6,-23.6,,18.695,3
Upper Sco Lit.,204367110,15 59 12.45,-22 36 50.2,16.17,11.79,-16.7,2.1,-26.5,2.1,5.8,1.1,1,-13.7,-23.6,92,0.944,30
Upper Sco Lit.,204367193,16 11 54.39,-22 36 49.2,18.08,13.3,-15.9,2.5,-21.4,2.5,4.5,0.8,1,-12.8,-23.8,43,0.483,28
Upper Sco Lit.,204369652,16 02 02.85,-22 36 14.1,15.32,,-30.9,2.1,-32.7,2.1,,,,-13.5,-23.6,,,30
Upper Sco Lit.,204371512,16 08 47.44,-22 35 47.8,,14.5,,,,,,,,-13,-23.8,,0.736,29
Upper Sco Lit.,204372172,16 20 50.23,-22 35 38.8,8.86,7.78,-10.3,0.2,-19.9,0.1,7.2,1.8,0,-12.2,-24,90,,2
Upper Sco Lit.,204376053,16 03 14.88,-22 34 45.6,15.03,10.7,-10.8,2.1,-28.3,2.1,8.9,1.6,1,-13.4,-23.7,95,2.03,1
Upper Sco Lit.,204382154,16 13 40.27,-22 33 19.3,,12.57,-37.9,5,-64.5,5,,,,-12.7,-23.9,,1.718,3
Upper Sco Lit.,204382615,16 26 20.16,-22 33 12.7,14.41,10.41,-9.4,2.1,-29.1,2.1,6.4,1.2,1,-11.9,-24.1,93,23.162,1
Upper Sco Lit.,204383288,16 26 19.98,-22 33 02.5,13.49,9.82,-15.6,2.4,-20.7,2.4,6.5,1.2,1,-11.9,-24.1,92,23.178,1
Upper Sco Lit.,204385932,16 08 18.44,-22 32 24.8,,14.78,,,,,,,,-13.1,-23.8,,35.904,28
Upper Sco Lit.,204387835,16 00 15.67,-22 31 58.1,14.27,10.44,-9.7,2.2,-26.5,2.2,6.3,1.2,1,-13.6,-23.6,93,2.38,3
Upper Sco Lit.,204388140,16 09 39.68,-22 31 53.9,14.73,10.74,-8.9,2.1,-25.3,2.1,6.2,1.1,1,-13,-23.8,93,3.728,28
Upper Sco Lit.,204392438,16 10 26.49,-22 30 53.4,14.53,10.47,-6.6,2.1,-25.8,2.1,6.9,1.3,1,-12.9,-23.8,92,0.925,28
Upper Sco Lit.,204393705,16 13 26.66,-22 30 34.8,17.39,12.58,-3,2.7,-29,2.6,6.2,1.1,1,-12.7,-23.9,72,1.532,28
Upper Sco Lit.,204395172,16 00 04.13,-22 30 14.1,15.63,12.03,,,29.7,2.2,,,,-13.6,-23.6,,,30
Upper Sco Lit.,204395393,16 00 18.43,-22 30 11.4,14.67,10.41,-12.7,2.1,-21.4,2.1,6.6,1.2,1,-13.6,-23.6,95,19.8,30
Upper Sco Lit.,204396010,16 25 43.22,-22 30 02.6,16.47,12.09,-13.8,2.6,-31.7,2.6,5.3,1,1,-11.9,-24.1,75,1.56,18
Upper Sco Lit.,204397408,16 08 10.82,-22 29 42.8,16.1,11.68,-6.8,2.1,-25.8,2.1,6.6,1.2,1,-13.1,-23.8,92,1.645,17
Upper Sco Lit.,204398735,16 01 42.54,-22 29 24.0,13.48,10.22,-62.5,2.2,-68.8,2.2,,,,-13.5,-23.6,,38.024,30
Upper Sco Lit.,204398857,16 09 31.65,-22 29 22.4,12.85,9.15,-13,2.3,-20.6,2.2,9.2,1.7,1,-13,-23.8,94,12.889,1
Upper Sco Lit.,204399028,15 57 46.62,-22 29 20.2,14.28,10.46,-14.5,2.1,-23.5,2.1,6,1.1,1,-13.8,-23.5,94,3.863,30
Upper Sco Lit.,204399319,16 13 20.55,-22 29 15.9,13.72,10.24,-8,2.1,-19.9,2.1,5.1,0.9,1,-12.7,-23.9,71,3.909,1
Upper Sco Lit.,204399436,16 00 43.18,-22 29 14.3,19.45,14.3,,,,,,,,-13.6,-23.6,,,3
Upper Sco Lit.,204399980,16 13 11.59,-22 29 06.7,8.67,6.69,-8.5,0.1,-23.5,0.1,6.7,0.2,0,-12.7,-23.9,97,16.53,2
Upper Sco Lit.,204401119,16 11 07.38,-22 28 50.1,,11.33,-6.1,3.9,-35.2,3.9,18.8,3.5,4,-12.9,-23.8,24,1.79,17
Upper Sco Lit.,204402572,16 19 33.96,-22 28 29.4,11,8.51,-9.6,1,-26.5,1,6.6,1.2,1,-12.3,-24,95,4.031,5
Upper Sco Lit.,204404080,16 12 39.55,-22 28 08.2,14.27,10.42,-13.4,2.1,-24.3,2.1,6.1,1.1,1,-12.8,-23.8,94,1.962,28
Upper Sco Lit.,204406748,16 01 05.19,-22 27 31.2,12.39,8.75,-9.5,2.2,-27.8,2.2,10.6,2,1,-13.6,-23.6,91,17.248,26
Upper Sco Lit.,204408619,16 14 41.20,-22 27 05.4,14.79,10.87,-11.1,2.1,-26.3,2.1,5.5,1,1,-12.6,-23.9,90,2.631,28
Upper Sco Lit.,204409463,16 12 55.28,-22 26 54.2,,11.39,-8.7,3.9,-44.6,3.9,12.5,2.3,4,-12.8,-23.9,22,1.756,28
Upper Sco Lit.,204412942,15 57 42.50,-22 26 05.5,15.24,11.42,-17.1,2.1,-27.5,2.1,4.1,0.8,1,-13.8,-23.5,14,1.445,30
Upper Sco Lit.,204413519,16 08 40.59,-22 25 57.1,17.05,13.22,-43,2.5,-11.1,2.5,,,,-13,-23.8,,18.429,17
Upper Sco Lit.,204413641,15 56 24.77,-22 25 55.3,14.97,10.79,-13.3,2,-23.2,2,6.8,1.3,1,-13.9,-23.5,96,1.969,30
Upper Sco Lit.,204414610,16 17 06.07,-22 25 41.2,15.27,11.24,-9.2,2.1,-21.9,2.1,5.4,1,1,-12.5,-23.9,86,3.651,1
Upper Sco Lit.,204417450,16 08 08.47,-22 25 00.1,14.43,10.78,-11.3,2.1,-23.4,2.1,4.6,0.8,1,-13.1,-23.7,63,9.199,28
Upper Sco Lit.,204418005,16 09 04.52,-22 24 52.4,,11.99,-7,5,-30.6,5,26.1,4.8,4,-13,-23.8,24,2.181,17
Upper Sco Lit.,204418342,16 19 48.77,-22 24 47.5,14.93,10.83,-22.7,2.2,-30.4,2.1,7.7,1.4,1,-12.3,-24,83,0.476,1
Upper Sco Lit.,204421329,16 00 07.14,-22 24 06.6,16.41,12.54,-26.1,2.1,-7,2.1,2.3,0.4,1,-13.6,-23.6,,0.696,30
Upper Sco Lit.,204422391,15 57 44.91,-22 23 51.6,,10.77,2,1.6,15.4,1.7,,,,-13.8,-23.5,,40.047,30
Upper Sco Lit.,204426231,16 07 45.22,-22 22 57.4,15.81,11.52,0.3,2.1,-25.3,2.1,,,,-13.1,-23.7,,2.252,28
Upper Sco Lit.,204428324,16 01 10.37,-22 22 27.6,13.82,9.76,-11.8,2.2,-24.6,2.2,10.1,1.9,1,-13.6,-23.6,94,0.325,30
Upper Sco Lit.,204428864,16 08 15.67,-22 22 20.1,13.52,9.95,-7.2,2.2,-21.9,2.2,6.4,1.2,1,-13.1,-23.7,90,18.022,28
Upper Sco Lit.,204429883,16 09 20.64,-22 22 05.7,13.92,9.5,-8.5,2.3,-18.2,2.2,16.4,3,1,-13,-23.8,51,< 2.,1
Upper Sco Lit.,204432860,16 02 00.39,-22 21 23.9,12.37,8.84,-11,2.2,-25,2.2,9.2,1.7,1,-13.5,-23.6,95,2.875,1
Upper Sco Lit.,204434363,16 07 50.40,-22 21 02.2,,11.34,-8,3.9,-28,3.9,34.9,6.4,4,-13.1,-23.7,24,1.596,28
Upper Sco Lit.,204436170,15 59 59.95,-22 20 36.8,12.08,8.63,-12.7,1.2,-23.4,1.2,9.3,1.7,1,-13.6,-23.6,96,0.862,1
Upper Sco Lit.,204437393,16 02 23.67,-22 20 19.4,13.42,9.62,-8.6,2.2,-23.5,2.2,8.3,1.5,1,-13.5,-23.6,94,1.499,3
Upper Sco Lit.,204439731,16 13 40.80,-22 19 46.0,,13.67,,,,,,,,-12.7,-23.9,,1.336,28
Upper Sco Lit.,204439854,16 11 34.70,-22 19 44.2,16.87,12.33,19.0 1,0.4,21.9 1,0.4,,,,-12.8,-23.8,,0.597,28
Upper Sco Lit.,204440160,16 11 34.95,-22 19 40.0,18.29,,-3,2.1,-0.2,2.1,,,,-12.8,-23.8,,,28
Upper Sco Lit.,204440603,16 14 23.13,-22 19 33.8,15.23,10.8,-8.7,2.1,-24.9,2.1,9,1.7,1,-12.7,-23.9,94,,28
Upper Sco Lit.,204442667,15 57 28.49,-22 19 05.1,15.88,11.6,-12.4,2.1,-24.6,2.1,5.9,1.1,1,-13.8,-23.5,94,1.318,30
Upper Sco Lit.,204446383,16 00 17.33,-22 18 11.1,16.02,12.26,,,,,,,,-13.6,-23.6,,33.139,30
Upper Sco Lit.,204446677,16 08 05.55,-22 18 07.0,13.49,9.85,-4.6,2.2,-24.4,2.2,6.8,1.2,1,-13.1,-23.7,85,5.605,28
Upper Sco Lit.,204447221,16 09 41.00,-22 17 59.5,11.61,8.44,-10,1,-23.7,1.1,7.6,1.4,1,-13,-23.8,96,9.72,5
Upper Sco Lit.,204448136,16 09 08.84,-22 17 46.7,16.24,12.07,-16.1,2.1,-34.3,2.1,4.4,0.8,1,-13,-23.8,9,24.868,17
Upper Sco Lit.,204449165,16 14 07.34,-22 17 32.2,12.68,9.1,-9.7,2.2,-22.2,2.2,8.4,1.5,1,-12.7,-23.9,95,0.617,1
Upper Sco Lit.,204449274,16 22 21.60,-22 17 30.7,,12.62,-18.1,3.9,-21.6,3.9,20.7,3.8,4,-12.1,-24,44,1.549,18
Upper Sco Lit.,204449800,16 14 10.12,-22 17 23.5,14.35,9.81,-4.6,2.2,-16.7,2.2,16.5,3,1,-12.7,-23.9,21,2.447,1
Upper Sco Lit.,204450240,16 11 17.12,-22 17 17.4,18.36,13.25,-87.8,8.2,,,,,,-12.9,-23.8,,,18
Upper Sco Lit.,204451272,16 08 22.29,-22 17 02.9,16.48,12.03,-14.6,2.1,-24.2,2.1,5.4,1,1,-13.1,-23.7,89,0.973,28
Upper Sco Lit.,204454456,16 19 43.09,-22 16 17.6,15.25,11.3,-17.7,2.1,-22.7,2.1,4.9,0.9,1,-12.3,-24,62,3.187,1
Upper Sco Lit.,204458208,16 01 06.05,-22 15 24.5,15.4,11.38,-9.5,2.1,-25,2.1,5.2,1,1,-13.6,-23.6,83,1.758,30
Upper Sco Lit.,204458254,15 57 29.20,-22 15 23.7,16.54,12.56,-37.9,2.2,-10.5,2.2,,,,-13.8,-23.5,,1.189,30
Upper Sco Lit.,204459941,16 13 43.66,-22 14 59.5,12.3,9.11,-8.6,2.2,-17.3,2.2,6.2,1.2,1,-12.7,-23.9,83,4.663,0
Upper Sco Lit.,204460283,16 25 29.70,-22 14 54.4,16.97,12.11,-8.4,2.6,-20.5,2.6,7,1.3,1,-11.9,-24.1,92,1.396,18
Upper Sco Lit.,204464537,16 26 56.20,-22 13 51.9,,12.41,-13.1,5.1,-37.4,5.1,22.1,4.1,4,-11.8,-24.1,24,0.284,18
Upper Sco Lit.,204464828,16 10 28.88,-22 13 47.9,9.25,7.23,-10.5,0.1,-24.5,0.1,6.5,0.4,0,-12.9,-23.8,99,2.275,6
Upper Sco Lit.,204465961,16 12 46.81,-22 13 31.7,10.66,8.03,-7.5,1.5,-24.5,0.8,7.4,0.3,0,-12.8,-23.8,96,10.553,0
Upper Sco Lit.,204467584,16 11 17.07,-22 13 08.7,14.86,10.58,-11.7,2.1,-25.6,2.1,6.6,1.2,1,-12.9,-23.8,96,2.072,28
Upper Sco Lit.,204468718,16 19 48.37,-22 12 51.8,13.96,10.32,-14.4,2.1,-25.6,2.1,5.4,1,1,-12.3,-24,88,15.268,1
Upper Sco Lit.,204468732,16 10 49.96,-22 12 51.6,16.39,11.73,-11.7,2.5,-23.9,2.5,7,1.3,1,-12.9,-23.8,96,0.77,7
Upper Sco Lit.,204468888,16 13 18.58,-22 12 49.0,9.97,7.43,-9.8,2.6,-19.6,1.3,5.9,0.8,0,-12.7,-23.8,90,5.864,5
Upper Sco Lit.,204469637,16 20 06.16,-22 12 38.5,14.52,10.65,-13.3,2.1,-26.4,2.1,5.7,1,1,-12.3,-24,92,4.913,1
Upper Sco Lit.,204472125,16 09 56.96,-22 12 02.7,17.22,12.66,-4.1,2.5,-20.8,2.5,4.8,0.9,1,-13,-23.8,34,0.815,17
Upper Sco Lit.,204476372,16 07 23.82,-22 11 01.9,19.76,14.09,-24.6,3.8,-21,3.6,4.9,0.9,1,-13.1,-23.7,26,0.572,28
Upper Sco Lit.,204477741,15 59 18.39,-22 10 43.0,14.19,10.07,-11.5,2.1,-23.1,2.1,9.3,1.7,1,-13.7,-23.5,95,0.822,30
Upper Sco Lit.,204478864,16 11 37.85,-22 10 27.4,13.97,10.13,-8,2.1,-24.2,2.1,6.3,1.2,1,-12.8,-23.8,93,1.103,28
Upper Sco Lit.,204483334,16 00 28.45,-22 09 22.9,16.72,12.52,-55.8,2.1,-27.5,2.1,,,,-13.6,-23.6,,,30
Upper Sco Lit.,204484164,16 10 26.25,-22 09 10.6,13,9.02,-8.4,2.2,-27,2.2,11.6,2.1,1,-12.9,-23.8,88,< 2.,1
Upper Sco Lit.,204492384,16 15 10.45,-22 07 10.0,9.99,8.54,-9.7,0.1,-20.1,0.1,6,0.3,0,-12.6,-23.9,93,0.878,2
Upper Sco Lit.,204494633,16 07 00.52,-22 06 36.2,14.23,10.44,-10.5,2.1,-21.3,2.1,6,1.1,1,-13.1,-23.7,92,2.511,3
Upper Sco Lit.,204494885,16 21 21.15,-22 06 32.3,8.47,7.37,-18.8,0.2,-17.9,0.1,6.9,1.2,0,-12.2,-24,80,,2
Upper Sco Lit.,204496657,15 57 06.42,-22 06 06.1,15.53,11.29,-14.7,2.1,-19.5,2.1,4.5,0.8,1,-13.8,-23.5,51,0.899,30
Upper Sco Lit.,204499729,16 16 32.27,-22 05 20.1,,12.71,-15.7,5,-20.4,5,18.8,3.5,4,-12.5,-23.9,52,1.512,7
Upper Sco Lit.,204506777,16 07 17.79,-22 03 36.6,8.45,7.05,-10.8,0.1,-24.6,0.1,7.5,0.3,0,-13.1,-23.7,97,< 2.,6
Upper Sco Lit.,204507317,16 08 50.36,-22 03 28.7,14.81,10.83,-9.1,2.1,-22.7,2.1,5.3,1,1,-13,-23.7,85,3.868,28
Upper Sco Lit.,204508462,16 19 47.12,-22 03 11.2,14.6,10.54,-11.1,2.1,-26.3,2.1,7.3,1.3,1,-12.3,-24,96,0.786,1
Upper Sco Lit.,204514546,15 56 40.02,-22 01 40.0,8.62,6.08,-13.2,0.6,-22.7,0.4,6.7,0.2,0,-13.8,-23.5,98,37.534,32
Upper Sco Lit.,204514548,15 56 40.02,-22 01 40.0,8.62,,-13.2,0.6,-22.7,0.4,,,,-13.8,-23.5,,,32
Upper Sco Lit.,204516435,16 34 28.50,-22 01 11.9,,12.1,-6.8,5.2,-28.6,5.2,27.3,5,4,-11.3,-24.2,29,0.583,15
Upper Sco Lit.,204517282,16 09 29.71,-22 00 58.0,13.21,9.57,-8.4,2.2,-25.5,2.2,7,1.3,1,-13,-23.7,94,2.933,1
Upper Sco Lit.,204517888,16 02 32.27,-22 00 48.7,,12.34,0.7,5.1,-22,5.1,,,,-13.4,-23.6,,,3
Upper Sco Lit.,204518032,16 09 39.70,-22 00 46.6,12.76,9.3,-8.7,2.2,-25.4,2.2,6.9,1.3,1,-13,-23.7,95,6.547,1
Upper Sco Lit.,204518814,16 02 34.19,-22 00 35.5,,11.75,-7.1,5.1,-23.3,5.1,29.5,5.4,4,-13.4,-23.6,23,,3
Upper Sco Lit.,204519031,16 00 40.55,-22 00 32.2,10.7,8.44,-5.9,1.8,-22.1,0.3,8,0.5,0,-13.6,-23.6,83,2.723,10
Upper Sco Lit.,204519555,16 02 24.61,-22 00 24.8,12.68,9.38,-9.4,2.2,-22.3,2.2,6.1,1.1,1,-13.5,-23.6,92,0.895,3
Upper Sco Lit.,204520585,16 26 41.20,-22 00 09.6,13.11,9.34,-12.1,1.1,-22.4,1.1,8.2,1.5,1,-11.8,-24.1,96,19.404,1
Upper Sco Lit.,204522817,16 12 28.95,-21 59 35.8,,15,,,,,,,,-12.8,-23.8,,1.103,29
Upper Sco Lit.,204524752,16 23 17.41,-21 59 07.0,14.28,10.16,-11.2,2.2,-24.2,2.2,7.9,1.5,1,-12,-24,96,2.96,1
Upper Sco Lit.,204525772,16 13 38.35,-21 58 52.0,15.05,11,-9.1,2.1,-20.8,2.1,5.8,1.1,1,-12.7,-23.8,89,1.547,1
Upper Sco Lit.,204525799,16 26 38.63,-21 58 51.6,14.95,10.73,-16.5,2.2,-24.6,2.2,6.5,1.2,1,-11.8,-24.1,93,2.012,15
Upper Sco Lit.,204525956,16 01 55.46,-21 58 49.4,7.17,6.9,-12.1,0,-24.1,0,7.1,0.5,0,-13.5,-23.6,100,,2
Upper Sco Lit.,204533053,16 00 12.17,-21 57 03.3,14.15,10.34,-11.2,2.1,-24.4,2.1,6.1,1.1,1,-13.6,-23.5,94,2.847,1
Upper Sco Lit.,204538466,16 09 59.91,-21 55 42.5,18.06,13.31,-11.6,3.3,-23.2,3.3,4.2,0.8,1,-12.9,-23.7,22,0.874,18
Upper Sco Lit.,204538777,16 03 26.25,-21 55 37.9,15.96,11.6,-12,2.1,-21.3,2.1,5.4,1,1,-13.4,-23.6,88,< 2.,3
Upper Sco Lit.,204542962,16 19 50.69,-21 54 35.5,11.41,8.2,-5.5,1.2,-21.5,1.1,9.9,1.8,1,-12.3,-23.9,83,1.271,0
Upper Sco Lit.,204543498,16 16 59.83,-21 54 27.3,14.46,10.64,-14.5,2.1,-26.4,2.1,5.5,1,1,-12.5,-23.9,90,1.939,1
Upper Sco Lit.,204544020,16 25 48.09,-21 54 19.5,15.15,11.15,-18.7,2.2,-24.8,2.2,5.2,1,1,-11.9,-24.1,71,1.849,1
Upper Sco Lit.,204548337,16 03 27.88,-21 53 15.5,13.26,9.86,-11.2,2.2,-18.7,2.2,5.2,1,1,-13.4,-23.6,76,5.573,3
Upper Sco Lit.,204551703,16 10 01.29,-21 52 24.4,,11.71,-14.5,3.9,-25.4,3.9,2.5,0.5,4,-12.9,-23.7,,1.681,17
Upper Sco Lit.,204553379,15 58 23.37,-21 51 58.8,,11.28,-18.9,3.9,-22,3.9,9.6,1.8,4,-13.7,-23.5,92,1.847,17
Upper Sco Lit.,204559470,16 33 38.83,-21 50 26.3,12.86,8.87,-3.2,2.4,-22.1,2.4,11.2,2.1,1,-11.3,-24.2,72,3.621,1
Upper Sco Lit.,204559599,16 20 24.98,-21 50 24.0,13.53,9.88,-18.3,2.3,-26.1,2.3,6.3,1.2,1,-12.2,-24,91,5.66,1
Upper Sco Lit.,204562176,15 55 02.13,-21 49 43.5,11.68,8.64,-14.5,2.3,-18.1,2.3,7.2,1.3,1,-13.9,-23.4,93,4.11,1
Upper Sco Lit.,204565769,16 08 56.29,-21 48 49.0,13.2,9.64,-11.5,2.2,-21.9,2.2,7,1.3,1,-13,-23.7,95,9.485,1
Upper Sco Lit.,204565982,16 27 09.42,-21 48 45.7,16.66,11.71,-13.2,2.6,-26.3,2.6,7.1,1.3,1,-11.8,-24.1,96,1.555,17
Upper Sco Lit.,204566199,16 07 40.06,-21 48 42.7,12.82,9.67,-15.7,2.2,-19.6,2.2,4.8,0.9,1,-13.1,-23.7,62,6.607,1
Upper Sco Lit.,204566404,16 35 48.37,-21 48 39.7,12.12,8.48,-3.7,1.7,-18,7.2,11.2,2.1,1,-11.2,-24.2,75,1.742,5
Upper Sco Lit.,204569229,16 19 45.38,-21 47 57.8,12.39,9.08,-15.1,2.3,-23,2.3,7.5,1.4,1,-12.3,-23.9,95,1.264,1
Upper Sco Lit.,204570302,16 28 52.80,-21 47 40.9,14.87,10.85,-14.2,2.2,-23.8,2.2,5.4,1,1,-11.7,-24.1,87,3.033,15
Upper Sco Lit.,204578601,16 19 39.76,-21 45 35.0,18.7,12.12,-39.3,5,24.3,5,,,,-12.3,-23.9,,1.715,7
