,cluster,distance
847,NGC_1252,54.419626518436736
848,,41.86058698494342
849,,14.020855440156096
851,,7.0714803626347384
852,,20.106877269333197
853,,5.748840380369648
854,,12.577473370858428
855,,13.65667743262141
857,,17.188441986118132
858,,7.887050696863552
859,,4.289071918378286
860,,28.235981526262915
861,NGC_2516,6.435461445749087e-05
862,,2.305479990691541e-05
863,,3.8126193427650232
864,,4.378142234177809
865,,10.334363308448616
866,,8.46815731944449
867,,4.151496913542782
868,,10.42764916499444
869,,10.496472986748126
870,,11.263884714701788
871,,11.062650707547856
872,,6.308206236967028
873,,4.991082114144211
874,,5.0274006741276835
875,,6.472486941501918
876,,3.796097280787509
877,,7.56806458039512e-05
878,,10.115437428930008
879,NGC_2232,14.685205965192443
880,,4.452873217302256
881,Berkeley_32,34.272666774994434
882,,6.94209305985151e-05
883,,3.0688027980547665
884,FSR_0968,30.65508245857648
885,vdBergh_80,22.5316372310105
886,,0.0001244996883731744
888,,9.998320792973328
889,,11.396936112080818
892,,6.423628941172948
893,NGC_2306,2.705548465912266e-05
894,NGC_2232,10.081928094352566
895,NGC_2184,4.398593399749671
896,,4.9688843665550095
897,,7.887355927506967
898,,5.264943035978652
899,,8.384001355910513
900,,2.7418714221634426
901,Alessi_9,6.918172220141859
902,,5.188318221516116
903,NGC_1557,40.89203685816427
904,,4.351072420855081
905,,9.266706751701351
906,,2.48020544353502
907,,6.300116982730894
908,,10.368520034989205
910,,6.495427227647103
911,,7.606492803540104
912,BPMG,4.519762424770208
913,ABDMG,9.085555842636518
914,,8.888684467122117
915,,37.73194168509126
917,NGC_1252,24.740366774147255
918,NGC_1557,32.56544811777331
919,,8.163159644945326
920,Mamajek_1,499.8729947150063
921,,6.65373630774315
922,Mamajek_1,79.38312958100533
923,,18.278305875261047
924,,8.15735242928671
925,NGC_2348,96.23968575107534
926,,24.68961571399649
927,,15.755580159321259
928,,16.577319484503107
929,,4.612103978478783
930,,24.437925963237436
931,Oh_104,124.2888670055684
932,COL,3.784687321218894
933,,9.077643592814738
934,,6.529057549625704
935,,9.301175026119651
936,,6.895274685529387
938,,5.488981944710008
939,,13.245190723674263
941,,7.73494458318992
942,,3.48563731632101
943,,8.326316108499485
944,Melotte_25,10.387798213714781
945,,34.22894855133089
950,,3.4565730420976335
952,,10.328526070671174
954,,16.90518736995851
955,,5.734053165723401
957,,7.222787713009474e-05
958,,10.02096357005608
959,FSR_1083,44.19881271306957
960,NGC_2338,15.54573314479939
961,,8.362971527191107
962,,9.938941343887807
963,,5.155062951919335
965,,6.022138247978301
966,,6.322155993883877
967,NGC_2516,33.86090780965594
969,,3.983962902076886
970,,5.609493795829737
971,,4.0422065957165625
972,Alessi_18,69.35365721545408
973,Haffner_6,107.46155556068013
974,NGC_2437,23.608101772211185
975,ESO_311-21,55.13725576493342
976,Ruprecht_37,112.0783342920406
977,Alessi_60,330.1552591008469
978,,4.753839106158843
979,,10.579646482794386
980,,8.055823921497993
981,,3.1632975454947236
982,BDSB_96,3.80701119857745
984,,11.054204388825683
985,,8.490485995555574
986,,0.00011979562316573997
989,,12.138666076060456
990,,0.0001010415524210206
991,Melotte_72,7.183859055357605
992,FSR_1302,14.996540727836315
993,,4.886813044067594e-05
994,FSR_1203,12.421601340734764
995,Berkeley_78,31.314891931344416
996,,5.337294604783658e-05
997,,4.871843034673458
998,,0.00011172780104895394
999,,11.34442980221867
1000,,1.1545429171695375e-05
1001,,3.567602755232269e-05
1002,FSR_1172,19.1435458577131
1003,NGC_2362,433.01109911575594
1004,,5.7185960754358844e-05
1005,,7.14991594785408
1006,,
1007,,6.145718438232836
1008,,6.374466348070511
1009,Trumpler_6,7.518990863893629
1010,,0.00014912472776865577
1011,,7.106588792120771
1012,,3.532385553519904e-05
1013,Collinder_132,13.708538424649674
1014,,7.406769307864986e-05
1015,NGC_2527,20.72966209414852
1016,,0.00010861777245544848
1017,,2.9615277613223615e-05
1018,,5.53710600998932
1019,,2.5871770523327346e-05
1020,FSR_1412,13.551032904181508
1021,,3.507070052708522
1022,,10.61830121723177
1023,,6.842837989822611
1025,,1.1108214416733413e-05
1026,,6.412797901425763
1027,,3.6738858815602833
1028,,8.01497769496912
1030,,8.43449497468625
1031,,11.06875016045457
1032,NGC_3446,65.41183220339403
1033,NGC_2132,15.456156333660422
1034,,6.453020894462562e-06
1035,,3.909421233365133
1036,,1.5423078098904242
1037,,1.232174182107363e-05
1038,,
1039,Loden_28,44.34176177638116
1040,Platais_8,51.90218552125104
1041,,8.798412472388828e-06
1042,ASCC_53,31.488069401602097
1043,,4.393659436831222
1044,,5.065120581944705
1046,,1.7509596647971493
1047,,5.837438893102797
1048,,2.7911124533348305e-05
1049,,9.354045754435237
1050,,10.50253083559561
1051,,5.873884395271692
1052,,11.814172244982439
1053,,6.156140322165599
1054,,7.697662322449315
1055,,9.22192311957904
1056,,5.330010521583991
1057,Mamajek_1,1.0801545987585297
1058,,9.167658415694033
1059,,4.531726227964329
1060,,6.5490342632853045
1062,,10.922659561947729
1063,THA,6.9380814737345196
1064,,5.411225133868159
1065,ESO_231-30,56.814621569746016
1066,,8.332166344127033
1067,,12.774843629107883
1068,ESO_231-30,37.28011778558953
1069,,12.261229084589191
1071,,6.691694972498813
1072,NGC_1557,58.01417820404975
1073,,5.4059888116638986
1074,,7.845916256241236
1075,,4.388145618148233
1076,,10.554850268451013
1077,,10.41424262752515
1078,,3.920662865460803
1079,ESO_141-47,99.5179027578934
1080,,5.341798205342498
1081,,1.5331021430597145
1082,,5.667148226456858
1083,THA,6.8808945453541215
1084,ASCC_89,15.307507752027883
1086,ESO_008-06,85.10193012832394
1087,,2.1320706185221613e-05
1088,,6.995292287595392
1089,NGC_5822,17.550509776525978
1091,,2.8307218949922678e-05
1092,,9.696001446205836
1093,ASCC_77,39.26144101260703
1094,,2.981456497393018e-05
1095,Mamajek_1,33.111522762436785
1096,,11.984260456034889
1097,,6.944749868269629
1098,,6.011827795773706
1099,BPMG,6.636310580999965
1100,,15.885953702252559
1101,,12.343160165354819
1102,,4.021538884988212
1103,,4.694164654430311
1104,,7.012947421917703
1105,,2.113128949659779
1106,,45.40594279975955
1107,,5.8080744602122305
1110,,5.102002661281228
1111,,14.229874186993253
1112,,11.612186695672204
1113,BPMG,6.512001737410574
1114,,2.83207959974353e-05
1116,,10.440877960050273
1117,,7.749656142518464
1118,ESO_281-24,28.75862183991844
1119,,13.17688491053759
1120,,9.540987912534553e-05
1121,,4.332728475817161
1122,,
1124,,5.816998798870541
1125,,1.671538061525185e-06
1128,,6.463289322767482
1129,,9.460473300697004
1130,,1.1734375545700562
1131,,7.3261928727096866
1133,,8.034717676019278
1134,,3.7800238292454007
1135,,8.437438212680103
1136,,11.036691692999492
1137,,6.0207907983344855
1138,,6.4010396166584274e-06
1139,,1.11729265550427e-05
1143,,4.446328170667927
1144,,4.2985540129036375
1145,,2.382141226181645e-05
1147,,5.893364950584834
1148,,3.663211136547619
1149,NGC_6885,23.070315508337803
1150,,4.6502242005074586e-05
1151,,8.284891730869456e-06
1152,,6.57115551121841
1154,,10.215392024708613
1155,Ruprecht_173,279.7486701415683
1160,Kronberger_69,53.13707680733738
1161,,26.475864491718074
1162,,5.137134070798904e-05
1163,,1.6482836585660537e-05
1165,,3.1810815613593597
1167,,14.19082680620204
1169,,12.810496289176019
1171,,8.722175389684854e-05
1173,,5.415531282101387
1174,Oh_10,8.377341509973661
1175,,5.059899905557379
1176,,8.927970211466855
1178,,6.391026345923153
1179,,6.035076071706558
1180,,7.822508096388512
1181,,4.0844866872139685
1182,,28.06025274518973
1183,,8.95043797446913
1184,,6.0329776212405815
1185,ASCC_109,3.6221481957970534
1186,,12.341135926349956
1187,,10.339040138366993
1189,,4.112705583367732
1191,,5.687887644055664e-05
1192,,8.90363937175299
1193,ASCC_110,12.17882461865815
1194,,12.182317298658575
1196,,0.00010886433745829222
1197,,6.768848354064202
1198,,6.667659704304227e-05
1199,,6.639911282757493
1200,,11.90506896220305
1201,,5.711433356981318
1203,TWA,5.308731981050688
1204,,4.524603241614048
1205,,9.760518888069189
1207,,8.61644246401578
1208,,9.46592610079768
1209,,8.56116111725036
1210,,7.1955295068695655
1211,,15.030895229252657
1212,,8.568384772184391
1213,IC_2602,2.806853785318532
1214,,7.10072448120489
1215,ABDMG,6.973839653577201
1216,,11.602828199143952
1217,,13.63672170862741
1218,,11.140159781173708
1219,,12.102951471541433
1220,,13.037921486499286
1221,,7.635908998753448
1222,,1.816874054897092
1223,,6.626051472080341
1224,,7.816809758864298
1225,,5.926781309095184
1226,,4.430151172205741
1227,,6.128268055253682e-06
1228,,7.495468486368888
1229,NGC_1520,93.8272004464251
1230,,7.614882454137379
1231,,6.096907130652969
1232,NGC_2516,8.066299122886578
1233,,7.4969084542925035
