#ticID,gaiaID,ra,dec,p,pErr,t0Fit,t0FitErr,periodBLS,duration,durationErr,denFit,denFitErr,u1,u1Err,u2,u2Err,const,constErr,chir,deltarho,trdepth,rmsoot,ar,arErr,b,bErr,i,iErr,t12t14,t12t14Err,rpj,rpjErr,rpe,rpeErr,rank1,rank2,rank3,rank4,prf,pd,peta,t0Lin,t0LinErr,periodLin,periodLinErr,alpha,beta,teff,teffErr,radius,radiusErr,mass,massErr,rho,rhoErr,contratio,tmag,vmag,gmag,rv,rvErr,nrv,srv,gofAl,astroExcess,astroExcessSig,snI,snII,snIII,snOE,snOEfit,r2oot,q,sde,sdeAl,p2pio,p2ps,r,ntr,apnum,btier,bitmask,mult
455135327,3096441729861716224,123.94984306932258,5.8368668571005,0.099,0.009,1491.9125,0.0004,2.81108,0.088,0.003,0.63,0.15,0.01,0.97,-0.59,2.09,3.8e-05,5.4e-05,1.016,0.556,10848.0,0.000414,6.41,0.23,0.9,0.02,81.95,0.38,0.44,0.15,1.32,0.19,14.48,2.08,1,1,1,1,100.0,78.5,60.64,1491.9132,0.0003,2.81068,5e-05,-4e-05,0.000101,6338.0,143.29,1.34,0.07,1.25,0.18,0.52,0.13,1.91,9.939,10.352,10.3,45.355,0.609,4.0,0.956,8.498,0.0,0.0,94.074,0.723,1.338,1.295,0.157,0.012,0.023,8.253,4.854,2.405,1.024,1.2819999999999998,7,1,5,0,1
269558487,2532584370108897920,15.5430415327793,-2.1445739047759,0.034,0.008,1383.0973,0.0023,1.8299400000000001,0.055,0.009,0.68,1.9,0.19,0.0,0.32,0.0,9e-06,5.2e-05,1.001,0.049,1002.0,0.00042199999999999996,4.94,2.74,0.92,0.03,79.24,3.48,0.19,0.12,0.41,0.11,4.53,1.2,1,1,1,1,85.0,99.84,77.73,1383.091,0.0027,1.83044,0.00032,3.5e-05,0.000594,6671.0,115.3,1.22,0.05,1.41,0.23,0.77,0.17,1.08,10.654000000000002,11.183,11.03,-0.256,1.165,7.0,2.448,12.890999999999998,0.071,2.12,9.204,1.206,2.4330000000000003,0.155,0.08800000000000001,0.012,0.02,7.526,4.041,1.291,0.992,0.374,12,2,5,0,1
425163745,3250095005213562752,58.8968451986876,-2.5059485410282,0.05,0.002,1438.0048,0.0002,0.27660999999999997,0.044,0.001,1.41,0.16,0.96,0.11,0.28,0.0,2.7e-05,2e-05,0.8959999999999999,7.33,3165.0,0.000478,1.79,0.05,0.55,0.03,71.92,1.84,0.05,0.01,0.9,0.08,9.87,0.83,1,1,1,1,100.0,99.02,71.29,1438.0027,0.0006,0.27663000000000004,1e-05,4.3e-05,1.7e-05,5767.2,102.29,1.81,0.1,1.03,0.13,0.17,0.04,2.29,10.855,11.606,11.37,25.026,0.614,11.0,1.599,11.633,0.0,1.28,45.86,1.193,0.39399999999999996,0.038,0.0,0.043,0.122,15.69,9.158,1.17,1.037,0.909,85,1,3,0,1
49899799,3262082160152897408,48.8543929381907,-2.1753144138433003,0.084,0.001,1413.2087,0.0004,7.00594,0.184,0.003,0.87,0.12,0.4,0.3,-0.24,0.48,7e-06,3e-05,0.7240000000000001,5.013,7793.0,0.00032599999999999996,13.12,0.02,0.07,0.13,89.71,0.0,0.04,0.02,1.52,0.1,16.7,1.04,1,1,1,1,97.8,90.84,79.97,1413.2087,0.0,7.00594,0.0,0.0,0.0,6356.0,158.28,1.82,0.08,1.26,0.2,0.21,0.05,0.04,8.282,8.765,8.65,28.808000000000003,3.8539999999999996,7.0,8.132,6.452999999999999,0.0,0.0,78.58,1.315,5.081,0.7809999999999999,0.0,0.207,0.021,3.225,1.3030000000000002,1.432,1.087,1.568,2,2,1,1,1
53189332,3788394461991295488,166.4296275691183,-5.0794853784815,0.07,0.006,1535.3634,0.0013,9.28847,0.211,0.009,0.74,0.14,0.51,0.89,0.14,1.35,-1.1e-05,6.4e-05,1.082,1.764,6103.0,0.000519,15.0,0.23,0.0,0.17,90.0,0.0,0.03,0.04,0.98,0.13,10.81,1.41,1,1,1,1,100.0,89.02,70.18,1535.3628,0.0002,9.291160000000001,0.00011,-0.00039,0.00072,6303.0,125.33,1.42,0.06,1.24,0.19,0.44,0.1,0.14,10.99,11.21,11.366,16.628,0.7190000000000001,8.0,1.604,8.389,0.0,0.0,51.055,0.7020000000000001,2.2430000000000003,1.159,0.23600000000000002,0.0,0.02,4.154,2.278,1.308,0.993,1.077,3,2,1,0,1
11356662,3023456388528609664,85.07283341613571,-4.3846608224277,0.023,0.002,1467.2679,0.0036,3.2507599999999996,0.133,0.014,0.8,0.18,0.78,0.4,0.28,0.0,1.6e-05,2.7e-05,1.012,0.28800000000000003,708.0,0.000268,7.64,0.34,0.29,0.15,87.8,0.63,0.02,0.01,0.26,0.04,2.84,0.42,1,1,1,1,79.0,93.69,64.26,1467.2741,0.0055,3.24887,0.00117,-0.001913,0.002493,5850.0,134.21,1.13,0.06,1.06,0.14,0.73,0.16,1.06,10.016,10.468,10.447000000000001,9.442,0.5539999999999999,6.0,1.061,2.93,0.0,0.0,10.84,1.806,2.595,0.607,0.354,0.08,0.034,5.206,2.99,0.825,1.008,0.275,6,2,2,0,1
122897814,3044201046211229824,117.92777828902929,-5.9649315182574,0.041,0.007,1488.5608,0.0024,3.20129,0.118,0.013,0.4,0.44,0.7,1.11,0.33,1.52,2.2e-05,4.3e-05,1.075,0.643,1667.0,0.000376,6.02,1.69,0.77,0.07,82.64,2.44,0.08,0.09,0.8,0.18,8.76,2.0,1,1,1,1,98.4,98.78,54.12,1488.5644,0.007,3.20034,0.00133,7.900000000000001e-05,0.002845,5342.0,123.12,1.96,0.11,0.92,0.12,0.12,0.03,3.92,10.533,11.114,11.049000000000001,-60.661,0.657,9.0,1.55,11.092,0.0,0.0,16.305999999999997,1.083,1.932,1.375,0.7070000000000001,0.054000000000000006,0.03,6.712000000000001,4.263999999999999,1.504,0.996,0.7290000000000001,6,2,4,16,1
468981993,596557801930836480,128.7028707403718,8.5694833121682,0.067,0.003,1479.8829,0.0017,15.95488,0.186,0.008,1.11,0.47,0.36,0.37,0.29,0.0,3.4e-05,7e-05,1.067,1.3019999999999998,5011.0,0.00043200000000000004,24.61,1.67,0.57,0.09,88.67,0.32,0.07,0.04,0.89,0.08,9.73,0.92,1,1,1,1,91.4,99.65,73.04,1479.8829,0.0,15.95488,0.0,0.0,0.0,6057.23,140.33,1.33,0.07,1.13,0.14,0.48,0.11,0.97,10.7,11.234000000000002,11.095,13.253,0.45399999999999996,7.0,0.93,8.497,0.0,0.0,37.103,0.0,3.165,2.041,0.0,0.033,0.009000000000000001,3.727,3.176,2.016,1.025,0.904,2,2,3,0,1
250386181,2491782421314919040,30.1144808898759,-4.9856859762653,0.048,0.008,1412.379,0.0012,1.46983,0.058,0.005,1.64,1.03,0.93,0.43,0.31,0.0,5e-06,5.3e-05,1.0,0.62,2213.0,0.0005480000000000001,5.72,0.84,0.77,0.06,82.29,1.72,0.1,0.09,0.52,0.11,5.67,1.24,1,1,1,1,97.4,99.78,61.16,1412.3747,0.0014,1.4704899999999999,0.00014,-0.000752,0.00026000000000000003,6321.46,113.15,1.08,0.04,1.25,0.19,0.98,0.21,1.27,9.894,10.329,10.244000000000002,,,,,7.457000000000001,0.0,0.0,14.218,0.59,2.7310000000000003,0.32799999999999996,0.177,0.001,0.028999999999999998,7.234,3.5789999999999997,1.0070000000000001,0.9990000000000001,0.46299999999999997,11,2,4,0,1
271013213,3148224428265980288,116.22216618233429,8.5623366617417,0.036,0.003,1493.1624,0.0009,0.61942,0.107,0.005,0.34,0.06,0.67,0.24,0.31,0.0,2.3e-05,2e-05,1.005,0.562,1752.0,0.00038500000000000003,1.89,0.03,0.08,0.2,87.54,0.77,0.02,0.02,0.54,0.07,5.9,0.74,1,1,1,1,94.6,97.85,54.05,1493.1632,0.0034,0.61953,0.00015,-0.0011099999999999999,0.000254,6513.0,127.19,1.5,0.07,1.34,0.21,0.4,0.09,2.47,8.527999999999999,8.926,8.849,41.005,0.6990000000000001,4.0,1.102,6.822,0.0,0.0,30.961,0.769,0.064,0.6679999999999999,0.23600000000000002,0.06,0.146,7.9910000000000005,4.445,1.26,1.0959999999999999,0.583,31,2,1,0,1
29918916,2477737362860954752,24.740264645380897,-7.2809791125001,0.053,0.005,1382.2415,0.0027,4.94648,0.138,0.014,0.52,0.39,0.48,1.1,0.26,0.0,1.4e-05,8.3e-05,0.8859999999999999,0.835,2889.0,0.000981,8.75,1.62,0.72,0.08,85.28,1.59,0.09,0.07,0.92,0.14,10.04,1.52,1,1,1,1,98.0,99.19,87.38,1382.2432,0.0104,4.943969999999999,0.00312,-0.007347,0.007347,5574.0,115.6,1.74,0.09,0.98,0.12,0.19,0.04,0.05,10.95,11.638,11.423,-19.381,1.046,6.0,2.033,9.193,0.0,0.208,12.03,1.7919999999999998,5.511,0.345,0.23600000000000002,0.065,0.021,4.249,2.884,0.7879999999999999,1.0190000000000001,0.892,5,2,4,0,1
43647325,3211188618762023424,76.081891216896,-6.2297801083261,0.125,0.005,1436.9637,0.0002,3.1610099999999997,0.135,0.002,0.78,0.13,0.23,0.35,0.37,0.7,-3e-06,3.7e-05,0.6859999999999999,0.33799999999999997,17431.0,0.000642,7.44,0.25,0.52,0.04,85.99,0.85,0.12,0.02,1.36,0.12,14.98,1.27,1,1,1,1,100.0,93.25,56.97,1436.9587,0.0003,3.16162,5e-05,-0.00016299999999999998,9.8e-05,6072.0,125.1,1.1,0.05,1.14,0.15,0.86,0.2,1.52,10.440999999999999,10.939,10.853,16.963,0.31,11.0,0.767,6.735,0.0,0.0,134.53799999999998,0.342,0.977,1.087,0.141,0.044000000000000004,0.034,7.597,4.507,1.696,1.136,1.3840000000000001,8,2,3,0,1
72556406,3005862518856922752,93.5291435091802,-8.0623085547918,0.059,0.002,1465.0972,0.0017,5.56625,0.214,0.01,0.16,0.1,0.03,0.59,0.28,0.0,5.6e-05,6.1e-05,0.9179999999999999,0.364,3603.0,0.000731,6.4,0.8,0.72,0.07,83.49,1.46,0.1,0.05,1.01,0.09,11.11,1.03,1,1,1,1,100.0,93.08,53.71,1465.1084,0.003,5.56383,0.00108,-0.0043630000000000006,0.003157,5730.0,136.98,1.73,0.09,1.02,0.13,0.2,0.04,4.78,10.822000000000001,11.263,11.28,-32.284,4.3,4.0,6.86,3.8760000000000003,0.0,0.133,23.163,1.383,1.75,0.11,0.23600000000000002,0.14800000000000002,0.031,4.864,2.707,0.889,1.043,1.0070000000000001,4,2,4,1,1
294500964,650072785203431936,122.22811699912751,12.2076230720697,0.07,0.033,1488.1515,0.0017,9.0668,0.093,0.009,0.84,0.42,0.36,1.03,-0.23,1.8,5.4e-05,8.5e-05,1.07,0.978,4210.0,0.0006129999999999999,15.43,2.67,0.95,0.05,86.48,0.49,0.5,0.08,0.64,0.33,7.01,3.63,1,1,1,1,84.4,98.55,60.23,1488.1467,0.0078,9.06847,0.0036,-0.012348999999999999,0.02276,5737.03,109.58,0.92,0.04,1.02,0.12,1.33,0.26,99.6,10.776,11.373,11.24,26.003,0.9470000000000001,6.0,1.838,17.660999999999998,0.126,7.59,16.75,1.676,3.984,0.8029999999999999,0.295,0.048,0.006,6.406000000000001,4.827,1.094,0.997,0.56,3,2,5,0,1
9725627,2434845586060285824,358.40847890928563,-10.1181176171876,0.062,0.009,1352.8056,0.0016,4.1565199999999995,0.152,0.008,0.84,0.19,0.48,1.35,0.06,1.85,-7.9e-05,7.6e-05,1.159,1.619,4551.0,0.0008300000000000001,9.16,0.2,0.14,0.2,89.11,0.33,0.04,0.06,0.86,0.17,9.39,1.9,1,1,1,1,100.0,93.58,87.87,1352.8006,0.0064,4.15779,0.0016600000000000002,-0.001307,0.0039020000000000005,6362.5,129.09,1.39,0.07,1.27,0.19,0.47,0.12,0.39,10.977,11.915,11.35,11.546,2.608,5.0,4.649,8.795,0.055,0.987,25.37,0.8440000000000001,2.91,1.848,0.628,0.0,0.035,5.818,3.266,1.244,1.004,0.907,5,2,1,0,1
456889395,3305357456058354688,62.4437515316058,13.697219561329101,0.119,0.007,1435.74,0.0017,20.35066,0.581,0.008,,,0.22,0.0,0.31,0.0,-5.8e-05,4.8e-05,0.8690000000000001,,11452.0,0.00048300000000000003,,,0.91,0.01,82.87,0.17,0.5,0.0,2.51,0.26,27.58,2.86,1,1,1,1,93.6,91.02,62.58,,,,,,,6399.0,145.06,2.12,0.1,1.28,0.22,0.13,0.03,0.17,10.323,11.323,10.847999999999999,19.305,4.155,7.0,8.767999999999999,18.252,0.178,10.3,76.19,0.565,1.91,,,0.473,0.018000000000000002,2.201,0.865,1.9909999999999999,1.166,2.072,1,2,5,3,1
429302040,3578638842054261248,188.3864276705927,-10.1462141300383,0.146,0.001,1568.427,0.0001,5.72085,0.118,0.001,2.47,0.25,0.49,0.0,0.17,0.0,-6e-06,5.1e-05,0.7659999999999999,1.1740000000000002,24685.0,0.000472,16.23,0.34,0.45,0.03,88.43,0.18,0.12,0.01,1.05,0.1,11.48,1.15,1,1,1,1,100.0,87.19,83.73,1568.4247,0.0003,5.72141,0.00013000000000000002,0.00023700000000000001,0.000816,4251.0,120.53,0.72,0.07,0.66,0.08,1.77,0.54,0.49,10.418,11.592,11.174000000000001,13.744000000000002,0.313,14.0,0.875,22.706,0.111,8.76,160.946,0.192,2.095,7.322,0.0,0.057,0.016,5.685,2.966,4.657,1.004,1.064,4,2,3,1,1
26264354,3765996826017981056,153.40171312676242,-11.9071840242521,0.044,0.005,1543.6886,0.0005,0.29043,0.038,0.004,0.35,0.32,0.09,0.2,0.46,0.67,3.5e-05,2.3e-05,0.971,0.009000000000000001,1574.0,0.000433,1.16,0.4,0.93,0.01,36.8,12.87,0.26,0.1,0.69,0.12,7.58,1.26,1,1,1,1,92.4,99.78,78.4,1543.6864,0.0009,0.29048,2e-05,0.000671,2.8000000000000003e-05,6617.0,122.85,1.58,0.07,1.39,0.23,0.35,0.09,1.56,10.785,11.43,11.127,8.841000000000001,0.564,4.0,0.883,9.642000000000001,0.0,0.222,23.033,0.45299999999999996,0.35700000000000004,0.816,0.141,0.013999999999999999,0.096,15.252,8.638,1.003,1.015,0.565,78,2,5,0,1
40083958,2426349694072115968,7.387843241441701,-10.4682788550571,0.041,0.004,1385.8645,0.0008,0.6298600000000001,0.029,0.003,2.61,6.35,0.34,0.0,0.26,0.0,2.8e-05,4.1e-05,0.9940000000000001,0.085,1442.0,0.0005139999999999999,3.8,1.52,0.88,0.03,76.62,3.91,0.15,0.16,0.32,0.05,3.46,0.56,1,1,1,1,95.6,99.97,79.44,1385.8626,0.0013,0.6299600000000001,5e-05,0.0010710000000000001,9.7e-05,5485.0,137.1,0.77,0.04,0.96,0.12,2.07,0.47,1.86,10.999,11.309000000000001,11.493,24.759,1.476,8.0,3.322,24.039,0.199,15.4,11.497,0.406,1.574,0.89,0.424,0.001,0.046,11.095,6.587000000000001,0.762,0.9670000000000001,0.251,33,2,5,1,1
67196573,2998927486704012416,89.4566484154026,-11.418203368956402,0.065,0.005,1466.8354,0.0008,2.55799,0.047,0.004,3.03,2.42,0.27,0.0,0.29,0.0,7e-06,7.4e-05,1.028,0.9359999999999999,3709.0,0.000499,10.15,3.36,0.89,0.02,84.99,1.39,0.24,0.11,0.73,0.1,8.03,1.05,1,1,1,1,97.6,97.47,66.2,1466.8335,0.0022,2.55804,0.00035,-0.001026,0.000711,5974.0,138.76,1.13,0.05,1.1,0.14,0.76,0.17,0.45,10.8,11.457,11.232000000000001,44.77,1.436,10.0,3.613,17.625999999999998,0.101,3.85,20.886,1.63,1.9080000000000001,0.067,0.384,0.004,0.015,10.261,5.311,1.91,1.037,0.623,8,1,5,0,1
136886352,2420447653093096960,356.97590141900804,-13.361259843682301,0.077,0.018,1354.9161,0.001,2.72032,0.065,0.006,1.06,0.69,0.22,0.0,0.31,0.0,3.3e-05,9.2e-05,0.9990000000000001,1.156,4876.0,0.000656,7.46,1.69,0.92,0.06,82.91,1.28,0.45,0.0,1.33,0.37,14.59,4.05,1,1,1,1,96.6,92.49,81.87,1354.9065,0.0014,2.72234,0.00022999999999999998,-0.00022,0.000468,6566.0,126.1,1.74,0.09,1.36,0.22,0.26,0.06,0.15,10.94,11.536,11.265,,,,,6.1979999999999995,0.0,0.0,23.023000000000003,2.592,2.6010000000000004,0.727,0.039,0.023,0.012,7.705,4.258,1.7469999999999999,0.976,1.1420000000000001,8,1,5,0,1
302495337,3390808957148296448,82.2182205736522,15.404606953773198,0.027,0.002,1466.8381,0.0029,2.24608,0.191,0.017,0.02,0.03,0.27,0.0,0.29,0.0,1e-05,1.5e-05,1.0090000000000001,3.383,594.0,0.000213,1.65,0.71,0.93,0.01,55.75,9.8,0.16,0.07,0.33,0.04,3.67,0.44,1,1,1,1,76.2,99.97,53.58,1466.8164,0.0122,2.24986,0.0019399999999999999,-0.00707,0.003669,6114.0,259.68,1.25,0.06,1.15,0.2,0.6,0.17,3.44,9.365,9.912,9.763,24.768,0.44,3.0,0.589,6.615,0.0,0.0,16.176,1.5119999999999998,1.597,1.415,0.7070000000000001,0.002,0.057999999999999996,5.475,3.775,1.209,1.035,0.29600000000000004,9,2,5,16,1
70899085,3189306030970782208,64.19022120988309,-12.084864293358299,0.071,0.008,1438.3832,0.0006,4.05189,0.069,0.004,1.28,0.81,0.07,0.76,-0.17,1.71,4.1e-05,6.4e-05,0.965,1.6669999999999998,5095.0,0.00047000000000000004,10.37,2.29,0.91,0.02,84.94,1.08,0.34,0.07,0.43,0.11,4.71,1.26,1,1,1,1,99.4,99.86,90.11,1438.3835,0.0009,4.05219,0.00022,0.00034500000000000004,0.000628,3779.0,157.0,0.61,0.08,0.59,0.02,2.65,0.15,0.02,10.732999999999999,12.492,11.728,-8.037,0.265,13.0,0.6940000000000001,14.185,0.0,0.0,29.108,1.3319999999999999,2.6719999999999997,0.612,0.08800000000000001,0.0,0.01,8.878,4.266,0.912,0.992,0.418,5,2,5,0,1
349088467,3575930951072569984,185.3318552732909,-14.0623789530583,0.049,0.008,1569.2877,0.0014,2.58826,0.07,0.009,0.69,0.93,0.36,1.23,0.28,0.0,-1.2e-05,5.2e-05,1.069,0.647,1987.0,0.000392,6.24,2.92,0.91,0.01,81.65,2.63,0.22,0.12,1.14,0.25,12.45,2.74,1,1,1,1,100.0,71.05,81.53,1569.2989,0.0024,2.58644,0.00036,-0.00028,0.000721,5807.0,126.29,2.33,0.13,1.04,0.13,0.08,0.02,0.28,9.624,10.145,10.065,,,,,3.677,0.0,0.0,16.707,0.7090000000000001,2.3819999999999997,0.925,0.265,0.008,0.018000000000000002,4.949,2.506,1.89,1.0090000000000001,0.996,7,2,5,0,1
404467699,2453181351202799232,25.8713636310822,-14.1491854494116,0.087,0.008,1383.5812,0.0005,3.90844,0.153,0.004,0.35,0.11,0.32,0.92,0.39,1.32,2.7e-05,3.5e-05,0.8009999999999999,0.6629999999999999,7792.0,0.000463,6.57,0.56,0.73,0.03,83.64,1.23,0.14,0.03,1.41,0.19,15.49,2.07,1,1,1,1,100.0,96.4,79.44,1383.5846,0.0017,3.9083699999999997,0.00044,-0.0011560000000000001,0.000947,6143.0,131.41,1.63,0.07,1.16,0.16,0.27,0.06,0.1,10.267999999999999,10.890999999999998,10.65,4.45,0.772,5.0,1.3630000000000002,5.88,0.0,0.0,72.611,0.183,2.175,0.65,0.177,0.026000000000000002,0.027999999999999997,6.438,3.641,1.167,0.992,1.383,6,2,4,0,1
