#ticID,gaiaID,ra,dec,p,pErr,t0Fit,t0FitErr,periodBLS,duration,durationErr,denFit,denFitErr,u1,u1Err,u2,u2Err,const,constErr,chir,deltarho,trdepth,rmsoot,ar,arErr,b,bErr,i,iErr,t12t14,t12t14Err,rpj,rpjErr,rpe,rpeErr,rank1,rank2,rank3,rank4,prf,pd,peta,t0Lin,t0LinErr,periodLin,periodLinErr,alpha,beta,teff,teffErr,radius,radiusErr,mass,massErr,rho,rhoErr,contratio,tmag,vmag,gmag,rv,rvErr,nrv,srv,gofAl,astroExcess,astroExcessSig,snI,snII,snIII,snOE,snOEfit,r2oot,q,sde,sdeAl,p2pio,p2ps,r,ntr,apnum,btier,bitmask,mult
89020549,6520880040423258240,338.399662309135,-43.436871969418895,0.038,0.004,1324.7895,0.0023,2.10968,0.105,0.011,0.12,0.22,0.39,0.0,0.23,0.0,5.7e-05,3.5e-05,0.985,2.8539999999999996,1171.0,0.000398,3.06,1.54,0.92,0.02,72.53,5.55,0.2,0.13,0.36,0.06,3.9,0.63,1,1,1,1,97.2,99.69,77.37,1324.7894,0.0045,2.1099799999999997,0.00057,-0.001093,0.001053,5304.0,130.48,0.94,0.05,0.91,0.11,1.09,0.26,0.41,10.806,11.197000000000001,11.321,-19.9,0.423,15.0,1.262,21.335,0.09,3.56,12.709000000000001,0.363,2.187,1.239,0.937,0.0,0.034,10.738,6.545,1.1440000000000001,1.004,0.305,10,2,5,0,1
144284873,6535302197000930816,354.0375563391925,-42.8956953074261,0.083,0.015,1355.2745,0.0003,0.89299,0.073,0.002,0.19,0.06,0.2,0.14,0.15,0.63,2.7e-05,2.6e-05,0.95,0.309,4913.0,0.000446,2.01,0.1,0.95,0.03,61.68,1.73,0.5,0.0,1.47,0.33,16.07,3.58,1,1,1,1,100.0,95.56,84.72,1355.274,0.0005,0.89305,2.9999999999999997e-05,-0.000236,4.7e-05,6215.0,124.04,1.77,0.08,1.2,0.18,0.21,0.05,0.08,10.648,11.116,11.017999999999999,32.961,0.9490000000000001,8.0,2.127,11.290999999999999,0.0,0.0,55.79,0.8320000000000001,2.416,0.44299999999999995,0.094,0.03,0.06,11.263,6.607,1.056,1.093,1.092,26,2,5,0,1
134537478,5560886336446650240,108.3014089638225,-42.409762263447,0.105,0.009,1491.5663,0.0002,1.7094799999999999,0.093,0.002,0.35,0.08,0.2,0.78,-0.53,1.82,5e-06,3.4e-05,0.7190000000000001,0.385,11453.0,0.00054,3.77,0.09,0.9,0.02,76.25,0.46,0.5,0.06,1.57,0.22,17.29,2.4,1,1,1,1,100.0,89.84,46.98,1491.563,0.0003,1.71,4e-05,-0.00015800000000000002,7.099999999999999e-05,5875.0,132.84,1.51,0.07,1.06,0.14,0.31,0.07,3.85,10.389000000000001,11.001,10.838,34.604,0.331,6.0,0.61,7.0920000000000005,0.0,0.0,98.179,0.736,1.037,0.308,0.0,0.037000000000000005,0.037000000000000005,9.3,5.561,1.33,1.04,1.5019999999999998,13,2,5,0,1
130613275,5562675344944560512,105.8252657301113,-42.0686671923236,0.082,0.019,1484.8563,0.0009,8.47242,0.13,0.005,0.32,0.12,-0.62,3.08,0.31,0.0,1.9e-05,5.9e-05,0.968,2.2119999999999997,6214.0,0.000412,10.72,0.78,0.95,0.02,84.91,0.38,0.5,0.0,2.31,0.65,25.41,7.18,1,1,1,1,99.8,99.11,51.99,1484.85,0.0044,8.47684,0.00205,-0.007006,0.012912999999999999,6416.0,133.42,2.84,0.13,1.29,0.21,0.06,0.01,1.71,10.765999999999998,11.312000000000001,11.139000000000001,,,,,9.468,0.0,0.0,41.361000000000004,0.461,1.9669999999999999,0.754,0.037000000000000005,0.03,0.01,5.352,2.89,1.9,1.013,2.0540000000000003,3,2,5,0,1
200324182,4812540718076757760,76.42232463511621,-43.0503180115337,0.04,0.002,1410.4534,0.0006,1.29695,0.058,0.003,2.21,0.4,1.48,0.84,-0.48,1.08,1.1e-05,2.2e-05,0.991,3.778,1743.0,0.00035499999999999996,5.81,0.36,0.65,0.05,83.56,0.72,0.05,0.01,0.51,0.05,5.59,0.52,1,1,1,1,98.0,99.56,83.26,1410.4517,0.0012,1.2969899999999999,2.9999999999999997e-05,-0.000384,5.3e-05,6458.0,135.91,1.28,0.06,1.31,0.21,0.62,0.14,0.12,10.379000000000001,10.872,10.71,25.113000000000003,1.5959999999999999,10.0,4.0169999999999995,7.544,0.0,0.0,27.98,1.121,1.829,2.6180000000000003,1.768,0.008,0.033,11.939,7.487,0.9309999999999999,0.988,0.49,31,2,4,0,1
153077619,4850983630313873152,49.661350172429295,-42.6420827121445,0.045,0.003,1378.0744,0.0013,18.074170000000002,0.082,0.007,2.83,2.56,0.24,0.0,0.31,0.0,5.9e-05,3.8e-05,1.12,0.8390000000000001,1763.0,0.000217,36.57,14.81,0.91,0.02,88.58,0.42,0.21,0.13,0.54,0.07,5.97,0.71,1,1,1,1,86.8,99.7,81.2,1378.0579,0.0042,18.08265,0.00193,-0.006612000000000001,0.012186,6282.0,133.79,1.22,0.06,1.23,0.17,0.69,0.16,39.87,8.037,8.465,8.373,2.8160000000000003,1.474,12.0,4.063,11.087,0.0,0.0,20.765,0.10400000000000001,6.46,0.7509999999999999,0.6,0.023,0.003,6.7010000000000005,3.7889999999999997,1.425,1.0170000000000001,0.485,3,2,5,1,1
147203645,6577791758704836480,323.1960857236873,-44.018036336287096,0.079,0.03,1321.3323,0.0006,5.05961,0.062,0.004,1.56,0.59,0.16,0.3,-0.43,1.07,7e-06,5.6e-05,1.1159999999999999,1.0090000000000001,5288.0,0.000475,12.84,1.21,0.96,0.05,85.72,0.38,0.5,0.06,0.79,0.34,8.64,3.78,1,1,1,1,99.6,97.89,56.38,1321.3315,0.0006,5.06067,0.00015,-0.000584,0.00032599999999999996,5399.0,128.83,1.0,0.05,0.94,0.12,0.93,0.22,0.89,10.725999999999999,11.328,11.23,-26.343000000000004,0.29,18.0,0.9079999999999999,8.035,0.0,0.0,30.335,1.3619999999999999,1.986,0.544,0.047,0.006999999999999999,0.008,10.909,6.109,1.3869999999999998,1.004,0.664,6,2,5,0,1
231945429,5567412728230053376,94.14233214943951,-44.63783334764171,0.116,0.129,1420.2819,0.0014,30.461809999999996,0.124,0.007,0.94,0.33,-0.22,1.3,0.31,0.0,1.2e-05,6.5e-05,1.0270000000000001,2.4,4938.0,0.000352,35.79,4.02,1.02,0.1,88.37,0.18,0.5,0.0,2.48,2.89,27.21,31.71,1,1,1,1,90.4,98.0,48.45,1420.3014,0.0,30.45644,0.0,0.0,0.0,6458.0,127.07,2.15,0.12,1.31,0.21,0.13,0.03,3.91,10.575999999999999,11.19,10.923,-48.082,4.09,13.0,11.762,48.981,0.431,85.2,29.996,1.364,3.29,0.602,0.109,0.013000000000000001,0.003,4.567,3.1010000000000004,2.885,1.005,1.275,2,2,5,1,1
144065872,6518399301667782016,337.45782426102136,-48.0030987783252,0.096,0.005,1324.3245,0.0002,2.18412,0.123,0.001,0.94,0.18,0.29,0.2,0.78,0.55,2.7e-05,2.9e-05,0.6859999999999999,1.841,11970.0,0.000399,6.19,0.02,0.0,0.23,89.98,0.0,0.05,0.04,1.18,0.12,12.97,1.36,1,1,1,1,100.0,89.33,81.83,1324.3203,0.0004,2.1846799999999997,5e-05,-0.000128,9.300000000000001e-05,5758.0,131.86,1.24,0.06,1.03,0.13,0.54,0.11,0.35,9.499,10.092,9.937000000000001,6.365,0.259,5.0,0.418,2.089,0.0,0.0,159.675,1.515,2.387,2.005,0.0,0.006,0.046,8.208,4.854,2.039,1.1179999999999999,1.2830000000000001,11,2,1,0,1
219151731,4794648876457921408,89.83516636750791,-49.4695686824064,0.04,0.025,1437.499,0.0009,1.4852,0.084,0.005,0.07,0.04,0.24,0.0,0.31,0.0,3e-06,1.3e-05,0.9940000000000001,3.312,951.0,0.000286,2.0,0.23,0.98,0.04,60.75,2.92,0.5,0.0,0.6,0.4,6.58,4.38,1,1,1,1,99.6,97.54,73.37,1437.4932,0.0021,1.48532,7e-05,-0.0008759999999999999,0.00011200000000000001,6365.0,135.62,1.51,0.07,1.27,0.19,0.37,0.08,1.37,10.122,10.527000000000001,10.478,38.635999999999996,0.536,6.0,1.025,8.506,0.0,0.0,25.319000000000003,1.364,3.86,0.715,0.113,0.009000000000000001,0.036000000000000004,16.534000000000002,9.635,1.095,1.005,0.428,45,2,5,0,1
238930658,5550452074176314624,94.91534767118941,-49.7151324942598,0.032,0.002,1437.8969,0.0008,0.69335,0.07,0.005,0.4,0.34,0.45,0.64,0.63,0.74,1.8e-05,1.4e-05,1.0290000000000001,1.041,1008.0,0.00038700000000000003,2.17,0.54,0.77,0.06,69.2,5.93,0.07,0.04,0.95,0.11,10.43,1.19,1,1,1,1,96.6,99.38,65.3,1437.8987,0.0015,0.69331,2e-05,-0.0007099999999999999,3.9e-05,6749.98,128.17,2.98,0.14,1.44,0.25,0.05,0.01,2.1,10.665999999999999,11.190999999999999,11.023,48.816,1.081,13.0,3.094,9.647,0.0,0.197,26.385,0.331,1.036,4.684,2.475,0.0,0.08800000000000001,9.11,5.808,1.337,1.01,0.841,96,2,4,0,1
238082493,5507965295612700800,104.83523944612111,-50.4004574523078,0.033,0.009,1467.7851,0.0007,0.87728,0.074,0.004,0.05,0.02,-0.27,1.15,-0.37,1.6,1.3e-05,1.3e-05,0.976,1.808,1183.0,0.000338,1.24,0.11,0.98,0.01,38.17,4.62,0.5,0.06,1.4,0.43,15.34,4.71,1,1,1,0,98.0,97.04,54.56,1467.7789,0.0014,0.8774200000000001,2.9999999999999997e-05,-0.000596,5.1e-05,5906.0,133.04,4.26,0.21,1.07,0.14,0.01,0.0,4.05,10.097999999999999,10.793,10.544,30.653000000000002,0.8490000000000001,9.0,2.015,6.472,0.0,0.0,29.491999999999997,0.08,1.976,0.722,0.23600000000000002,0.003,0.049,14.734000000000002,9.019,1.155,1.0090000000000001,1.365,67,2,5,4,1
166836920,4745660479479743488,39.897668889500295,-50.0081933714676,0.067,0.003,1382.2194,0.0006,5.74734,0.214,0.006,0.43,0.07,0.42,0.61,0.15,0.88,-3e-06,3.7e-05,0.835,2.339,5329.0,0.00043799999999999997,9.11,0.04,0.0,0.14,89.99,0.0,0.03,0.03,1.14,0.11,12.5,1.19,1,1,1,1,100.0,82.99,79.73,1382.2127,0.001,5.7516,0.00035,-0.000281,0.001032,6079.0,131.58,1.71,0.08,1.14,0.16,0.23,0.05,0.08,8.93,9.475,9.325,25.147,0.22,13.0,0.5479999999999999,4.553999999999999,0.0,0.0,58.963,2.5180000000000002,1.7080000000000002,1.4380000000000002,0.47100000000000003,0.057999999999999996,0.034,4.885,2.688,1.0659999999999998,1.012,1.192,5,2,1,0,1
166739520,4746157737910069888,36.7758112049451,-50.28442465789371,0.087,0.002,1347.5572,0.0005,10.019,0.251,0.004,0.29,0.06,0.32,0.08,0.29,0.0,7.4e-05,3.3e-05,1.003,1.9080000000000001,8341.0,0.00041799999999999997,11.61,0.55,0.59,0.04,87.1,0.4,0.1,0.01,1.1,0.07,12.11,0.79,1,1,1,1,100.0,88.32,85.5,1347.5576,0.0007,10.020480000000001,0.00016,-0.000505,0.00037799999999999997,5984.9,118.34,1.27,0.06,1.1,0.14,0.53,0.11,0.03,9.641,10.139,10.027000000000001,-16.024,0.315,13.0,0.8490000000000001,10.047,0.0,0.0,110.851,1.65,1.325,2.719,0.7070000000000001,0.0,0.02,5.457999999999999,3.2960000000000003,1.3,1.003,1.1079999999999999,7,2,3,0,1
219388773,4773088660323124736,77.0475772743943,-50.858905517256495,0.024,0.002,1410.8098,0.0017,1.5717299999999998,0.069,0.005,1.9,0.67,2.15,1.07,-1.53,1.74,3.5e-05,2e-05,0.9990000000000001,0.6629999999999999,717.0,0.00038500000000000003,6.28,0.54,0.54,0.04,85.06,0.9,0.03,0.01,0.2,0.03,2.14,0.33,1,1,1,1,65.6,97.04,70.01,1410.8095,0.0052,1.57172,0.00016999999999999999,-0.0023940000000000003,0.000286,4752.8,119.8,0.82,0.06,0.76,0.09,1.39,0.37,0.59,10.679,11.345,11.286,31.979,0.305,10.0,0.718,5.335,0.0,0.132,12.222000000000001,2.255,2.1830000000000003,0.397,0.354,0.01,0.037000000000000005,4.131,2.3080000000000003,1.092,0.961,0.188,40,2,3,0,1
259377017,4781196115469953024,68.4160804338425,-51.9573937398908,0.058,0.001,1378.1821,0.0007,5.66026,0.07,0.001,3.65,0.0,0.2,0.0,0.41,0.0,-7e-05,5.8e-05,1.065,13.29,3310.0,0.00065,18.35,0.0,0.78,0.01,87.57,0.03,0.12,0.01,0.22,0.04,2.37,0.43,1,1,1,1,97.0,92.15,71.33,1378.1831,0.0011,5.66031,0.00011999999999999999,-0.0006309999999999999,0.000213,3532.0,157.0,0.37,0.05,0.36,0.02,6.91,0.24,1.03,10.498,12.603,11.630999999999998,,,,,12.195,0.0,0.0,26.511,0.38,3.8760000000000003,0.07200000000000001,0.354,0.0,0.01,6.371,3.7089999999999996,1.1640000000000001,1.01,0.207,14,1,4,0,1
344087362,5491928918521821056,108.1799611065638,-53.1481951252639,0.061,0.008,1467.3197,0.0017,14.49673,0.27,0.009,0.06,0.02,0.1,1.04,0.03,1.85,4.8e-05,2.8e-05,1.1340000000000001,2.0069999999999997,3604.0,0.000325,8.52,0.46,0.94,0.01,83.68,0.37,0.44,0.0,2.44,0.44,26.8,4.82,1,1,1,1,100.0,99.24,50.4,1467.3201,0.003,14.495920000000002,0.00078,-0.001175,0.0016640000000000001,6279.0,132.94,4.02,0.19,1.23,0.18,0.02,0.0,1.23,10.08,10.699000000000002,10.501,31.136,7.832999999999999,5.0,13.974,10.76,0.0,0.0,61.973,2.267,2.8289999999999997,2.5780000000000003,0.442,0.027999999999999997,0.013999999999999999,5.457000000000001,3.3569999999999998,1.8230000000000002,1.034,2.173,6,2,5,1,1
381854774,6463427053174003200,321.7941693251815,-54.3405085806763,0.113,0.087,1324.1844,0.0004,1.64435,0.068,0.002,0.61,0.18,0.24,0.0,0.31,0.0,3e-05,6e-05,0.98,1.5719999999999998,7601.0,0.000656,4.43,0.29,0.95,0.12,77.59,0.92,0.5,0.0,1.81,1.47,19.86,16.16,1,1,1,1,100.0,95.71,67.84,1324.1826,0.0009,1.64448,9e-05,-5.9e-05,0.000166,6375.0,127.57,1.61,0.08,1.27,0.19,0.3,0.07,137.59,10.594000000000001,10.963,10.950999999999999,,,,,14.283,0.119,5.58,42.924,0.465,2.342,3.5869999999999997,0.39,0.045,0.027000000000000003,10.673,6.601,1.733,0.9940000000000001,1.2309999999999999,14,2,5,0,1
198008005,4683737294569921664,60.199825648154295,-54.5929177123288,0.099,0.002,1383.1734,0.0006,3.27955,0.148,0.003,0.68,0.14,0.31,0.0,0.14,0.2,9.2e-05,7.8e-05,0.996,1.161,11028.0,0.00118,7.29,0.22,0.37,0.1,87.09,0.63,0.07,0.03,1.28,0.09,14.03,1.0,1,1,1,1,100.0,73.32,70.94,1383.1743,0.0027,3.2795699999999997,0.00029,-0.00112,0.000513,5857.0,135.09,1.3,0.06,1.06,0.13,0.48,0.1,114.74,10.644,11.183,11.069,64.725,0.6679999999999999,7.0,1.391,9.175,0.0,0.0,64.24,0.589,1.389,0.053,0.354,0.027000000000000003,0.039,9.052,5.621,1.4080000000000001,1.016,1.2990000000000002,14,2,2,0,1
350618622,4767547667180525696,87.401782465867,-54.9104230109212,0.074,0.002,1323.073,0.0004,52.97845,0.195,0.004,2.93,0.93,-0.51,0.42,1.25,0.72,3e-06,1.9e-05,0.828,2.535,6005.0,0.000234,75.75,5.09,0.62,0.04,89.53,0.1,0.09,0.02,0.98,0.07,10.74,0.83,1,1,1,1,99.2,79.07,83.34,1323.082,0.0005,52.97814,0.00014,4.1e-05,0.000324,6461.8,133.37,1.33,0.06,1.31,0.21,0.56,0.14,0.05,8.582,9.07,8.94,17.289,0.42200000000000004,3.0,0.563,9.059,0.0,0.22,139.89600000000002,0.743,5.476,0.342,0.0,0.003,0.003,5.979,3.685,1.625,1.025,0.9940000000000001,5,2,4,0,1
230982885,4911563216311083392,24.605138915871898,-55.7720005741543,0.105,0.004,1353.4218,0.0002,2.07212,0.104,0.002,1.51,0.2,0.54,0.42,-0.07,0.69,2.1e-05,4.3e-05,0.6709999999999999,3.2569999999999997,13294.0,0.000526,7.01,0.06,0.0,0.15,89.98,0.0,0.05,0.03,1.18,0.1,12.93,1.12,1,1,1,1,100.0,95.15,78.72,1353.4154,0.0005,2.07273,5.9999999999999995e-05,-0.000226,0.00011399999999999999,5696.0,130.17,1.13,0.05,1.01,0.13,0.7,0.15,0.05,9.97,10.57,10.424000000000001,7.252000000000001,0.27899999999999997,10.0,0.647,7.905,0.0,0.0,132.442,0.22,1.274,4.325,0.0,0.015,0.043,8.692,4.993,2.019,1.3519999999999999,1.234,12,2,1,0,1
260849386,5488426183714921728,118.93721568293871,-54.266268230394104,0.018,0.001,1491.7124,0.0019,0.51699,0.05,0.004,1.7,0.7,0.22,0.0,0.31,0.0,2e-05,1.7e-05,1.006,2.273,363.0,0.00040599999999999995,2.89,0.16,0.52,0.14,79.59,1.67,0.02,0.03,0.41,0.05,4.48,0.53,1,1,1,1,77.2,98.4,37.97,1491.7124,0.0,0.51699,0.0,0.0,0.0,6444.0,131.35,2.28,0.1,1.3,0.21,0.11,0.03,4.65,10.796,11.163,11.249,15.289000000000001,1.415,7.0,2.978,7.37,0.0,0.213,9.369,1.3219999999999998,0.85,2.222,0.0,0.0,0.084,9.517999999999999,5.581,1.006,1.013,0.405,115,2,3,0,1
266980320,6492940453524576128,349.5592664695943,-56.90398574703871,0.035,0.003,1323.17,0.0017,6.03444,0.09,0.007,4.24,1.3,1.77,1.09,-1.52,1.77,-2e-06,3.5e-05,1.013,2.5869999999999997,1593.0,0.000239,20.14,1.16,0.41,0.14,88.82,0.28,0.03,0.03,0.37,0.06,4.02,0.6,1,1,1,1,97.6,87.81,82.88,1323.1702,0.0027,6.03372,0.00125,0.002302,0.007911,5527.0,126.41,1.05,0.06,0.97,0.12,0.83,0.19,0.08,9.179,9.809,9.65,-19.957,0.308,14.0,0.8590000000000001,9.302,0.0,0.0,17.267,0.632,2.7260000000000004,1.883,0.943,0.004,0.013000000000000001,6.401,2.53,1.466,0.995,0.381,3,2,3,0,1
339672028,5486322710592888064,110.5126860991249,-57.3849980355159,0.061,0.001,1377.3349,0.0004,10.33123,0.234,0.003,0.5,0.1,0.35,0.25,0.17,0.38,2.9e-05,1.6e-05,1.126,2.6519999999999997,4208.0,0.000275,14.11,0.31,0.34,0.11,88.62,0.36,0.04,0.02,1.05,0.07,11.51,0.82,1,1,1,1,100.0,98.54,45.8,1377.3382,0.0009,10.33113,5e-05,-0.000312,8.9e-05,5803.0,133.69,1.73,0.09,1.04,0.13,0.2,0.04,2.17,9.392999999999999,9.972000000000001,9.847000000000001,38.192,0.693,2.0,0.772,6.957999999999999,0.0,0.0,149.3,1.3880000000000001,3.07,4.591,2.121,0.034,0.019,8.937000000000001,5.792999999999999,1.6980000000000002,0.985,1.075,15,2,2,0,1
281599144,4920222725077176192,9.199909445045801,-56.865035821960404,0.102,0.058,1307.8733,0.0027,36.05431,0.255,0.016,0.23,0.08,0.42,0.86,0.03,1.59,0.00011,8.6e-05,1.569,2.832,6773.0,0.000393,25.08,1.75,0.95,0.1,87.83,0.16,0.5,0.05,1.1,0.69,12.05,7.59,1,1,1,1,97.2,84.96,78.88,1307.8659,0.0,36.054559999999995,0.0,0.0,0.0,5862.3,132.14,1.08,0.06,1.06,0.14,0.84,0.2,0.07,10.125,10.797,10.558,3.9619999999999997,0.5670000000000001,7.0,1.1740000000000002,55.48,0.459,86.6,52.157,1.984,3.3989999999999996,5.09,0.402,0.045,0.004,3.0839999999999996,1.7790000000000001,2.799,1.097,0.805,2,2,5,1,1
231670397,6453566701615683456,319.9496968650868,-58.148932843040505,0.053,0.002,1323.5832,0.0008,4.08818,0.229,0.004,0.24,0.04,0.54,0.51,-0.22,0.63,7e-06,2.4e-05,0.971,2.832,3254.0,0.000324,5.98,0.01,0.01,0.13,89.89,0.0,0.03,0.02,1.17,0.11,12.84,1.19,1,1,1,1,100.0,96.17,76.64,1323.59,0.0008,4.08713,0.00018999999999999998,0.00013000000000000002,0.00044699999999999997,6124.0,133.67,2.22,0.1,1.16,0.17,0.11,0.03,0.48,9.863999999999999,10.468,10.261,11.061,0.45899999999999996,11.0,1.179,9.299,0.0,0.0,53.887,0.46799999999999997,1.734,1.5719999999999998,0.7070000000000001,0.005,0.051,4.897,2.693,1.016,1.045,1.219,5,1,1,0,1
207110080,4727755005637190016,42.29150931183,-58.0246828270825,0.07,0.035,1346.4083,0.0012,14.573929999999999,0.1,0.007,0.86,0.46,-0.18,1.91,-1.1,2.21,8e-06,8.4e-05,1.016,1.415,5239.0,0.00048499999999999997,21.27,2.57,0.96,0.06,87.4,0.27,0.5,0.06,1.23,0.67,13.46,7.36,1,1,1,1,98.2,83.36,80.83,1346.4051,0.0008,14.575610000000001,0.0003,-0.00122,0.000883,6025.8,107.02,1.76,0.07,1.12,0.14,0.2,0.04,0.32,10.992,11.232999999999999,11.325,30.77,0.547,14.0,1.6,8.061,0.0,0.187,29.199,0.14300000000000002,4.773,0.267,0.02,0.001,0.005,6.337000000000001,4.2,0.794,0.9940000000000001,1.1420000000000001,4,2,5,0,1
309792357,4762582895440787712,80.1058734961028,-59.8954326321225,0.113,0.002,1256.1758,0.0016,104.85779,0.309,0.008,1.16,0.22,0.39,0.0,0.23,0.0,-9.2e-05,0.000103,2.0069999999999997,0.376,12752.0,0.000588,87.56,4.21,0.76,0.02,89.5,0.04,0.2,0.02,0.99,0.08,10.83,0.85,1,1,1,1,99.2,97.37,59.95,1256.1716,0.0137,104.85966,0.00466,-0.017224,0.029401999999999998,5180.0,126.88,0.88,0.05,0.88,0.11,1.3,0.31,0.64,10.039,10.700999999999999,10.578,51.443000000000005,0.40299999999999997,10.0,0.978,5.135,0.0,0.0,133.095,1.003,6.767,5.337000000000001,2.121,0.005,0.002,4.1819999999999995,2.432,2.747,0.998,0.943,3,2,4,0,1
341411516,5291146172462000384,119.92397306288109,-59.2677517449061,0.027,0.003,1490.4088,0.0019,3.10932,0.152,0.009,0.51,0.12,1.1,0.24,0.29,0.0,1.9e-05,2e-05,1.047,2.87,1195.0,0.000405,6.39,0.28,0.3,0.15,87.29,1.11,0.02,0.01,0.24,0.04,2.67,0.45,1,1,1,1,94.4,98.92,37.57,1490.4018,0.0086,3.10911,0.00043,-0.002257,0.0007379999999999999,5920.0,128.47,0.9,0.04,1.08,0.14,1.46,0.31,4.7,10.673,11.04,11.119000000000002,35.381,0.512,8.0,1.128,7.224,0.0,0.0,25.034000000000002,2.461,1.847,0.902,0.23600000000000002,0.008,0.035,9.141,5.182,1.54,1.013,0.28600000000000003,27,2,2,0,1
260043723,5494716691597142272,91.60869774649929,-58.953703189639505,0.023,0.001,1323.9349,0.0014,3.13859,0.157,0.008,0.02,0.01,0.24,0.0,0.31,0.0,1.6e-05,6e-06,1.002,3.801,399.0,0.00023700000000000001,2.28,0.3,0.96,0.01,65.2,2.78,0.23,0.04,0.35,0.03,3.89,0.3,1,1,1,1,98.4,98.15,67.22,1323.9351,0.005,3.13857,7e-05,-0.0018989999999999999,0.000123,6358.0,134.27,1.55,0.07,1.26,0.2,0.34,0.08,0.35,8.735,9.209,9.085,48.525,0.331,7.0,0.659,18.135,0.111,5.29,29.01,0.192,1.819,0.034,0.0,0.0,0.038,9.77,6.087000000000001,1.115,0.9990000000000001,0.293,96,2,5,0,1
233961334,4713938164565151744,31.8393926080408,-60.5838331395996,0.043,0.026,1354.6235,0.0012,1.15254,0.085,0.007,0.04,0.02,0.1,0.24,0.13,0.84,1e-05,1.9e-05,0.9890000000000001,1.196,1131.0,0.000433,1.46,0.21,0.99,0.04,47.63,5.4,0.5,0.07,0.98,0.65,10.81,7.12,1,1,1,1,85.8,98.94,85.19,1354.6175,0.0024,1.15265,9e-05,-0.0008230000000000001,0.000147,5499.0,135.65,2.3,0.13,0.96,0.12,0.08,0.02,1.01,10.587,11.493,11.08,,,,,9.392999999999999,0.0,0.0,18.104,2.596,2.5980000000000003,1.454,0.408,0.039,0.040999999999999995,11.502,7.57,1.015,1.0,0.726,39,2,5,16,1
382626661,5275527747224425344,118.5693064527717,-65.4414820391344,0.024,0.004,1315.8512,0.0027,17.61828,0.15,0.009,3.35,1.1,1.16,1.22,-1.56,1.49,2.1e-05,1.8e-05,1.023,1.425,663.0,0.000293,38.04,1.06,0.11,0.27,89.83,0.04,0.01,0.04,0.19,0.04,2.12,0.44,1,1,1,1,89.4,99.85,71.86,1315.8594,0.0047,17.61746,0.00039,-0.001508,0.000683,5245.0,127.09,0.81,0.05,0.9,0.11,1.69,0.39,0.42,9.677,10.41,10.197000000000001,-12.423,0.311,6.0,0.569,6.631,0.0,0.0,18.999000000000002,0.851,2.647,0.8,0.354,0.001,0.008,5.081,2.93,1.139,1.008,0.192,16,2,1,16,1
372909372,5275640687688091904,119.387042427044,-64.8692570875139,0.034,0.002,1320.1812,0.0015,9.01832,0.178,0.01,0.2,0.22,0.27,0.0,0.29,0.0,6e-06,1.5e-05,0.9440000000000001,0.754,1051.0,0.00043499999999999995,9.53,2.48,0.85,0.03,84.89,1.36,0.1,0.04,0.49,0.05,5.34,0.54,1,1,1,1,79.8,97.7,42.78,1320.1855,0.0038,9.01803,0.00015,-0.00103,0.000261,6067.79,129.15,1.44,0.07,1.13,0.16,0.38,0.09,3.69,10.832,11.126,11.227,28.249000000000002,0.7959999999999999,13.0,2.2680000000000002,4.263,0.0,0.191,28.423000000000002,3.98,4.638999999999999,1.702,1.061,0.0,0.017,5.607,3.984,1.011,1.01,0.44299999999999995,30,2,5,0,1
150428135,5284517766615492736,97.095716536439,-65.5786148915323,0.047,0.01,1324.0331,0.001,16.0514,0.061,0.006,3.44,2.48,-0.3,1.19,-0.27,1.91,2e-06,5e-05,1.046,0.8690000000000001,2587.0,0.00046699999999999997,36.04,10.33,0.96,0.02,88.48,0.29,0.5,0.12,0.2,0.07,2.15,0.82,1,1,1,1,80.8,94.23,49.38,1324.0356,0.0023,16.05122,0.00016,-0.00018700000000000002,0.00028900000000000003,3494.0,157.0,0.42,0.05,0.41,0.02,5.6,0.23,1.09,10.91,13.151,12.065999999999999,,,,,13.219000000000001,0.0,0.0,23.964000000000002,1.9680000000000002,3.286,1.371,0.495,0.012,0.003,12.187999999999999,6.766,1.2229999999999999,1.006,0.196,14,2,5,0,1
231840927,4710915607100372224,25.1766197118236,-65.4194032859927,0.058,0.006,1324.9624,0.0005,0.81804,0.051,0.003,1.37,0.55,0.83,0.37,0.3,0.43,4e-05,3.6e-05,1.014,0.602,3111.0,0.0008230000000000001,3.65,0.39,0.78,0.05,77.67,2.25,0.12,0.06,0.58,0.09,6.33,0.94,1,1,1,1,96.6,99.41,77.96,1324.975,0.0008,0.81782,2e-05,-1.8e-05,4e-05,5726.4,128.41,1.0,0.05,1.02,0.13,1.02,0.23,0.33,10.003,10.543,10.448,1.785,0.426,8.0,0.929,8.458,0.0,0.0,23.323,0.858,1.9509999999999998,2.311,0.943,0.011000000000000001,0.048,6.747000000000001,3.759,1.056,0.997,0.496,46,1,4,0,1
